=== FRAUDULENT ===
>>> python generate.py --input data/raw/Fake Postings.csv --source-type scam --output-dir D:/ai-scam-detection-data/generated --text-cols title,description,requirements,benefits --label-col fraudulent --sample 600 --seed 101
[1/600] rendered images/Fake Postings_9521_d378ab328515.jpg (sms, light, fraudulent)
[42/350] rendered images/fraud_email__11496_0950c8b18af8.png (email, light, fraudulent)
[43/350] rendered images/fraud_email__4738_e898d9167574.png (email, light, fraudulent)
[44/350] rendered images/fraud_email__9377_26272618cb75.png (email, light, fraudulent)
[45/350] rendered images/fraud_email__8380_63f26ef37100.png (email, dark, fraudulent)
[46/350] rendered images/fraud_email__7970_4593357c74aa.png (email, dark, fraudulent)
[47/350] rendered images/fraud_email__4523_1f005e2e6d20.png (email, light, fraudulent)
[48/350] rendered images/fraud_email__2950_e7a994edae6b.png (email, dark, fraudulent)
[49/350] rendered images/fraud_email__2697_82b4122c32e4.png (email, light, fraudulent)
[50/350] rendered images/fraud_email__9244_cd7a19c97724.png (email, dark, fraudulent)
[51/350] rendered images/fraud_email__3878_7caadc324712.png (email, light, fraudulent)
[52/350] rendered images/fraud_email__2994_4648c7098020.png (email, light, fraudulent)
[53/350] rendered images/fraud_email__4623_569b28fff59e.png (email, light, fraudulent)
[54/350] rendered images/fraud_email__3610_e2f5798d9d6f.png (email, dark, fraudulent)
[55/350] rendered images/fraud_email__6041_44fc47b70cf6.png (email, dark, fraudulent)
[56/350] rendered images/fraud_email__10635_c761aa4d750b.png (email, light, fraudulent)
[57/350] rendered images/fraud_email__10443_7830fadcb32a.png (email, dark, fraudulent)
[58/350] rendered images/fraud_email__4038_b7e495dd1266.png (email, dark, fraudulent)
[59/350] rendered images/fraud_email__2479_2245473ea1e5.png (email, dark, fraudulent)
[60/350] rendered images/fraud_email__5940_de4984f2c9ba.png (email, light, fraudulent)
[61/350] rendered images/fraud_email__5062_2b7baa3fcf8f.png (email, dark, fraudulent)
[62/350] rendered images/fraud_email__2493_54bed6f3b27c.png (email, light, fraudulent)
[63/350] rendered images/fraud_email__11148_82b910d7273a.png (email, dark, fraudulent)
[64/350] rendered images/fraud_email__11829_d97ef3f7a08b.png (email, light, fraudulent)
[65/350] rendered images/fraud_email__6723_b1027bbd4c39.png (email, light, fraudulent)
[66/350] rendered images/fraud_email__10366_4dbc972e5ed2.png (email, dark, fraudulent)
[67/350] rendered images/fraud_email__8478_440525959d82.png (email, dark, fraudulent)
[68/350] rendered images/fraud_email__10134_15dc8e3f3096.png (email, light, fraudulent)
[69/350] rendered images/fraud_email__7245_3dd5a5621fdf.png (email, light, fraudulent)
[70/350] rendered images/fraud_email__4031_86bb968fff2e.png (email, light, fraudulent)
[71/350] rendered images/fraud_email__7904_7c9c8a784b71.png (email, dark, fraudulent)
[72/350] rendered images/fraud_email__4515_ab183e482916.png (email, light, fraudulent)
[73/350] rendered images/fraud_email__11861_9703a9dd873a.png (email, light, fraudulent)
[74/350] rendered images/fraud_email__9906_5efeed05998f.png (email, dark, fraudulent)
[75/350] rendered images/fraud_email__6926_e0bbc15af51c.png (email, dark, fraudulent)
[76/350] rendered images/fraud_email__7335_2a7de91cb25e.png (email, dark, fraudulent)
[77/350] rendered images/fraud_email__7278_af8d2f9f8343.png (email, dark, fraudulent)
[78/350] rendered images/fraud_email__2639_19d2d00764a4.png (email, dark, fraudulent)
[79/350] rendered images/fraud_email__3105_16956da181a8.png (email, light, fraudulent)
[80/350] rendered images/fraud_email__11194_4b5398cedc36.png (email, dark, fraudulent)
[81/350] rendered images/fraud_email__652_104b77fd4ee2.png (email, dark, fraudulent)
[82/350] rendered images/fraud_email__6532_b85e0c410957.png (email, light, fraudulent)
[83/350] rendered images/fraud_email__10172_f48d539fbb12.png (email, dark, fraudulent)
[84/350] rendered images/fraud_email__9971_019b1ad5ad4e.png (email, dark, fraudulent)
[85/350] rendered images/fraud_email__1233_5cc24512daf9.png (email, dark, fraudulent)
[86/350] rendered images/fraud_email__1737_8cd3657cb06c.png (email, light, fraudulent)
[87/350] rendered images/fraud_email__10191_156804b1afa1.png (email, dark, fraudulent)
[88/350] rendered images/fraud_email__8996_0893455e4dc7.png (email, light, fraudulent)
[89/350] rendered images/fraud_email__9341_e94723616dd5.png (email, dark, fraudulent)
[90/350] rendered images/fraud_email__9800_2b0f591314ca.png (email, light, fraudulent)
[91/350] rendered images/fraud_email__4158_59278cf729bb.png (email, light, fraudulent)
[92/350] rendered images/fraud_email__10362_1f6b986a4f7c.png (email, light, fraudulent)
[93/350] rendered images/fraud_email__243_c8fbbd4673e8.png (email, dark, fraudulent)
[94/350] rendered images/fraud_email__4078_de575810133c.png (email, light, fraudulent)
[95/350] rendered images/fraud_email__1741_6c4e16e5570c.png (email, dark, fraudulent)
[96/350] rendered images/fraud_email__7850_46cac690fe20.png (email, light, fraudulent)
[97/350] rendered images/fraud_email__2162_07037339dd3d.png (email, light, fraudulent)
[98/350] rendered images/fraud_email__7003_e6fa6cf2a439.png (email, light, fraudulent)
[99/350] rendered images/fraud_email__4249_5bd615ded140.png (email, light, fraudulent)
[100/350] rendered images/fraud_email__5495_6a0f0e9ae2c0.png (email, dark, fraudulent)
[101/350] rendered images/fraud_email__4023_fa3e5d95d5c9.png (email, light, fraudulent)
[102/350] rendered images/fraud_email__2403_cf1e8994c72a.png (email, dark, fraudulent)
[103/350] rendered images/fraud_email__428_adc63fe42b98.png (email, light, fraudulent)
[104/350] rendered images/fraud_email__1268_a7bf7e01146e.png (email, light, fraudulent)
[105/350] rendered images/fraud_email__10269_2cc7ecaf1953.png (email, dark, fraudulent)
[106/350] rendered images/fraud_email__5763_606a2534a5c6.png (email, light, fraudulent)
[107/350] rendered images/fraud_email__5234_7842d674e570.png (email, light, fraudulent)
[108/350] rendered images/fraud_email__1911_d1e553b7cf8a.png (email, dark, fraudulent)
[109/350] rendered images/fraud_email__6233_27442151ed21.png (email, light, fraudulent)
[110/350] rendered images/fraud_email__8662_f861df099b42.png (email, light, fraudulent)
[111/350] rendered images/fraud_email__47_274c9ed94e16.png (email, light, fraudulent)
[112/350] rendered images/fraud_email__8050_39302eb2983c.png (email, dark, fraudulent)
[113/350] rendered images/fraud_email__9762_dc31e2ddd57c.png (email, light, fraudulent)
[114/350] rendered images/fraud_email__10149_efbc270aba6c.png (email, dark, fraudulent)
[115/350] rendered images/fraud_email__3849_913f8aa25e03.png (email, dark, fraudulent)
[116/350] rendered images/fraud_email__2018_a3e8e271fd66.png (email, light, fraudulent)
[117/350] rendered images/fraud_email__5659_d6ad421d34a7.png (email, light, fraudulent)
[118/350] rendered images/fraud_email__5149_f544cd4106e0.png (email, light, fraudulent)
[119/350] rendered images/fraud_email__790_3bf7366f7a21.png (email, dark, fraudulent)
[120/350] rendered images/fraud_email__5435_c1beada4128e.png (email, dark, fraudulent)
[121/350] rendered images/fraud_email__38_4c76e9b5548a.png (email, light, fraudulent)
[122/350] rendered images/fraud_email__9163_029cfbd9cc1c.png (email, light, fraudulent)
[123/350] rendered images/fraud_email__4043_7eeafd2926c2.png (email, light, fraudulent)
[124/350] rendered images/fraud_email__5373_dde2d67136a1.png (email, light, fraudulent)
[125/350] rendered images/fraud_email__3207_c6d97ec7acba.png (email, light, fraudulent)
[126/350] rendered images/fraud_email__642_a10679a58a1f.png (email, dark, fraudulent)
[127/350] rendered images/fraud_email__11390_4ca7e303a0c9.png (email, dark, fraudulent)
[128/350] rendered images/fraud_email__6124_f0f5eadc39a2.png (email, dark, fraudulent)
[129/350] rendered images/fraud_email__84_1d5f2117062a.png (email, light, fraudulent)
[130/350] rendered images/fraud_email__10027_df35b1de1520.png (email, light, fraudulent)
[131/350] rendered images/fraud_email__3033_35fa51a036f3.png (email, dark, fraudulent)
[132/350] rendered images/fraud_email__9997_b2b3fadb5684.png (email, dark, fraudulent)
[133/350] rendered images/fraud_email__6324_d68b41c4107b.png (email, light, fraudulent)
[134/350] rendered images/fraud_email__6099_7cb8654ead72.png (email, dark, fraudulent)
[135/350] rendered images/fraud_email__2307_3d61169dd427.png (email, light, fraudulent)
[136/350] rendered images/fraud_email__644_bbbb29ead84f.png (email, light, fraudulent)
[137/350] rendered images/fraud_email__5035_6f42559a8715.png (email, dark, fraudulent)
[138/350] rendered images/fraud_email__10123_ca711a2b65ab.png (email, light, fraudulent)
[139/350] rendered images/fraud_email__647_93a74ec534f2.png (email, dark, fraudulent)
[140/350] rendered images/fraud_email__2247_18f395ab3f75.png (email, dark, fraudulent)
[141/350] rendered images/fraud_email__3647_48850d0302f0.png (email, light, fraudulent)
[142/350] rendered images/fraud_email__10857_c23079fc5319.png (email, light, fraudulent)
[143/350] rendered images/fraud_email__10461_c6a91f032b76.png (email, light, fraudulent)
[144/350] rendered images/fraud_email__7024_7fa983ba7720.png (email, dark, fraudulent)
[145/350] rendered images/fraud_email__11527_545c96e2e8c7.png (email, light, fraudulent)
[146/350] rendered images/fraud_email__9960_2fe8d89beb47.png (email, light, fraudulent)
[147/350] rendered images/fraud_email__7789_d5d506931e25.png (email, light, fraudulent)
[148/350] rendered images/fraud_email__931_f968073d23a2.png (email, dark, fraudulent)
[149/350] rendered images/fraud_email__6519_c46ca50f3598.png (email, dark, fraudulent)
[150/350] rendered images/fraud_email__6021_17a7eddd94ad.png (email, light, fraudulent)
[151/350] rendered images/fraud_email__3796_621a4ea2d60e.png (email, dark, fraudulent)
[152/350] rendered images/fraud_email__8666_153c77ec96c8.png (email, dark, fraudulent)
[153/350] rendered images/fraud_email__4459_ca00eb7b9a6c.png (email, dark, fraudulent)
[154/350] rendered images/fraud_email__11310_12deef41cacc.png (email, light, fraudulent)
[155/350] rendered images/fraud_email__5935_abc084b2b8e8.png (email, light, fraudulent)
[156/350] rendered images/fraud_email__10136_e2af821866ad.png (email, light, fraudulent)
[157/350] rendered images/fraud_email__6720_991bba5e2867.png (email, dark, fraudulent)
[158/350] rendered images/fraud_email__11585_7a6355a4ecee.png (email, light, fraudulent)
[159/350] rendered images/fraud_email__156_92d48337a626.png (email, dark, fraudulent)
[160/350] rendered images/fraud_email__7797_66d4dbeffa04.png (email, dark, fraudulent)
[161/350] rendered images/fraud_email__6253_70138215a16d.png (email, dark, fraudulent)
[162/350] rendered images/fraud_email__7526_06d45c6130fb.png (email, dark, fraudulent)
[163/350] rendered images/fraud_email__1074_5f85dcdfd3fb.png (email, light, fraudulent)
[164/350] rendered images/fraud_email__9658_d4d998b1c835.png (email, light, fraudulent)
[165/350] rendered images/fraud_email__5419_e65119e72edc.png (email, light, fraudulent)
[166/350] rendered images/fraud_email__2847_c6e6ac82c4db.png (email, light, fraudulent)
[167/350] rendered images/fraud_email__9979_c18894e2fc9f.png (email, light, fraudulent)
[168/350] rendered images/fraud_email__8956_e4e44693db82.png (email, light, fraudulent)
[169/350] rendered images/fraud_email__7663_b35ea3dd7a7f.png (email, light, fraudulent)
[170/350] rendered images/fraud_email__4799_33a25db706a0.png (email, dark, fraudulent)
[171/350] rendered images/fraud_email__2156_d5d65672aecd.png (email, light, fraudulent)
[172/350] rendered images/fraud_email__5230_a848c63973c3.png (email, light, fraudulent)
[173/350] rendered images/fraud_email__3823_e0bbae29cde7.png (email, dark, fraudulent)
[174/350] rendered images/fraud_email__6344_1017980e79a6.png (email, light, fraudulent)
[175/350] rendered images/fraud_email__4993_ac483572d3a0.png (email, dark, fraudulent)
[176/350] rendered images/fraud_email__9999_b164b215989d.png (email, light, fraudulent)
[177/350] rendered images/fraud_email__739_d4af237fc80f.png (email, dark, fraudulent)
[178/350] rendered images/fraud_email__5564_031e4de0b9d0.png (email, dark, fraudulent)
[179/350] rendered images/fraud_email__3091_b8874ede989b.png (email, light, fraudulent)
[180/350] rendered images/fraud_email__6880_cd60ddd070a1.png (email, dark, fraudulent)
[181/350] rendered images/fraud_email__2958_62d9b1859139.png (email, dark, fraudulent)
[182/350] rendered images/fraud_email__1594_542f017733d3.png (email, light, fraudulent)
[183/350] rendered images/fraud_email__10057_92761f16b279.png (email, light, fraudulent)
[184/350] rendered images/fraud_email__11886_07e3bbb83375.png (email, dark, fraudulent)
[185/350] rendered images/fraud_email__8594_f8ca750bb954.png (email, dark, fraudulent)
[186/350] rendered images/fraud_email__8347_7dae23e2238d.png (email, dark, fraudulent)
[187/350] rendered images/fraud_email__8316_2c78e07c247a.png (email, dark, fraudulent)
[188/350] rendered images/fraud_email__10575_6f69c80a630e.png (email, dark, fraudulent)
[189/350] rendered images/fraud_email__3626_3591ba0d9805.png (email, light, fraudulent)
[190/350] rendered images/fraud_email__2785_bc64ae3b1fe3.png (email, light, fraudulent)
[191/350] rendered images/fraud_email__8423_302ecc281022.png (email, light, fraudulent)
[192/350] rendered images/fraud_email__2297_73c575ceee85.png (email, light, fraudulent)
[193/350] rendered images/fraud_email__531_e5c0a8ca29b4.png (email, dark, fraudulent)
[194/350] rendered images/fraud_email__11889_ce73ff5be30d.png (email, light, fraudulent)
[195/350] rendered images/fraud_email__11312_7395a4faf0e4.png (email, light, fraudulent)
[196/350] rendered images/fraud_email__1625_509ce8018b1b.png (email, dark, fraudulent)
[197/350] rendered images/fraud_email__11046_132f3dfa549f.png (email, dark, fraudulent)
[198/350] rendered images/fraud_email__11277_722450df8c0b.png (email, light, fraudulent)
[199/350] rendered images/fraud_email__10248_5bcf76d37a07.png (email, light, fraudulent)
[200/350] rendered images/fraud_email__8389_187f99ec1f28.png (email, light, fraudulent)
[201/350] rendered images/fraud_email__8783_2b64a8e1c941.png (email, light, fraudulent)
[202/350] rendered images/fraud_email__1660_970175ee3a51.png (email, dark, fraudulent)
[203/350] rendered images/fraud_email__1643_1d2d5fa21324.png (email, light, fraudulent)
[204/350] rendered images/fraud_email__11189_09142f847db7.png (email, light, fraudulent)
[205/350] rendered images/fraud_email__6744_550e0897c20a.png (email, dark, fraudulent)
[206/350] rendered images/fraud_email__3927_681641e48a98.png (email, dark, fraudulent)
[207/350] rendered images/fraud_email__4067_bcd755f88d54.png (email, light, fraudulent)
[208/350] rendered images/fraud_email__2260_d1c6cd0b7bb3.png (email, dark, fraudulent)
[209/350] rendered images/fraud_email__4178_7baebc1370c0.png (email, dark, fraudulent)
[210/350] rendered images/fraud_email__4808_13079c8a5d19.png (email, dark, fraudulent)
[211/350] rendered images/fraud_email__11621_59a118a02865.png (email, dark, fraudulent)
[212/350] rendered images/fraud_email__11173_b68d84938b37.png (email, light, fraudulent)
[213/350] rendered images/fraud_email__7828_69172d92ef6a.png (email, light, fraudulent)
[214/350] rendered images/fraud_email__282_c0f9a013ea02.png (email, light, fraudulent)
[215/350] rendered images/fraud_email__1005_8a1ae9175c73.png (email, light, fraudulent)
[216/350] rendered images/fraud_email__6380_c87ada2cec58.png (email, light, fraudulent)
[217/350] rendered images/fraud_email__5265_2bad89e9a3d0.png (email, dark, fraudulent)
[218/350] rendered images/fraud_email__9356_3090e26c7c35.png (email, light, fraudulent)
[219/350] rendered images/fraud_email__687_8f0820f444ed.png (email, light, fraudulent)
[220/350] rendered images/fraud_email__1001_3d82ce85db37.png (email, dark, fraudulent)
[221/350] rendered images/fraud_email__1287_a48f5e2b16f1.png (email, light, fraudulent)
[222/350] rendered images/fraud_email__1670_23231b7207ce.png (email, light, fraudulent)
[223/350] rendered images/fraud_email__7588_06fe04985b0a.png (email, dark, fraudulent)
[224/350] rendered images/fraud_email__10120_83c37b8ba775.png (email, light, fraudulent)
